host_a,host_b,biosample_a,biosample_b,reported_cc_a,reported_cc_b,same_reported_cc,sourmash_jaccard_k31_scaled1000
NRS148,NRS211,SAMN03859756,SAMN03859793,121,8,False,0.45294588109837375
NRS148,NRS212,SAMN03859756,SAMN03859794,121,30,False,0.4512162523389468
NRS148,NRS213,SAMN03859756,SAMN03859795,121,30,False,0.4465475873100507
NRS148,NRS214,SAMN03859756,SAMN03859796,121,8,False,0.44820351429320743
NRS148,NRS215,SAMN03859756,SAMN03859797,121,121,True,0.6031981048267693
NRS148,NRS216,SAMN03859756,SAMN03859798,121,30,False,0.4415991638359028
NRS148,NRS217,SAMN03859756,SAMN03859799,121,121,True,0.602893416002362
NRS148,NRS218,SAMN03859756,SAMN03859800,121,8,False,0.44513943184779775
NRS148,NRS219,SAMN03859756,SAMN03859801,121,30,False,0.44748010610079575
NRS148,NRS220,SAMN03859756,SAMN03859802,121,97,False,0.46258685195082844
NRS148,NRS222,SAMN03859756,SAMN03859803,121,30,False,0.439873417721519
NRS148,NRS224,SAMN03859756,SAMN03859805,121,97,False,0.45898593044863284
NRS148,NRS225,SAMN03859756,SAMN03859806,121,121,True,0.5970282317979198
NRS148,NRS226,SAMN03859756,SAMN03859807,121,1,False,0.4479852515143534
NRS148,NRS227,SAMN03859756,SAMN03859808,121,25,False,0.44387891776051436
NRS148,NRS230,SAMN03859756,SAMN03859809,121,121,True,0.5739465711925089
NRS148,NRS235,SAMN03859756,SAMN03859813,121,22,False,0.4370565045992116
NRS148,NRS236,SAMN03859756,SAMN03859814,121,45,False,0.4110878661087866
NRS148,NRS237,SAMN03859756,SAMN03859815,121,121,True,0.5942324497524032
NRS148,NRS239,SAMN03859756,SAMN03859816,121,121,True,0.6009227220299884
NRS148,NRS240,SAMN03859756,SAMN03859817,121,5,False,0.4646383773685615
NRS148,NRS241,SAMN03859756,SAMN03859818,121,59,False,0.5340622371740958
NRS148,NRS242,SAMN03859756,SAMN03859819,121,121,True,0.5796485260770975
NRS148,NRS243,SAMN03859756,SAMN03859820,121,59,False,0.533503691084611
NRS148,NRS245,SAMN03859756,SAMN03859821,121,59,False,0.5279043280182233
NRS148,NRS248,SAMN03859756,SAMN03859824,121,1,False,0.44875568637944874
NRS148,NRS252,SAMN03859756,SAMN03859826,121,30,False,0.44856298683857104
NRS148,NRS260,SAMN03859756,SAMN03859829,121,25,False,0.4514642082429501
NRS148,NRS262,SAMN03859756,SAMN03859830,121,1,False,0.44420600858369097
NRS148,NRS264,SAMN03859756,SAMN03859831,121,30,False,0.44504602057390363
NRS148,NRS266,SAMN03859756,SAMN03859833,121,121,True,0.5863874345549738
NRS148,NRS383,SAMN03859756,SAMN03859838,121,30,False,0.4397327165253148
NRS148,NRS386,SAMN03859756,SAMN03859839,121,72,False,0.4618495551361553
NRS148,NRS387,SAMN03859756,SAMN03859840,121,5,False,0.4677810730655163
NRS148,NRS253,SAMN03859756,SAMN04244164,121,398,False,0.4419666845781838
NRS148,NRS254,SAMN03859756,SAMN04244165,121,8,False,0.4481858522578961
NRS148,NRS255,SAMN03859756,SAMN04244166,121,80,False,0.4600107353730542
NRS148,BCH-SA-01,SAMN03859756,SAMN09847804,121,5,False,0.4646491697911087
NRS148,BCH-SA-02,SAMN03859756,SAMN09847805,121,5,False,0.4649919828968466
NRS148,BCH-SA-03,SAMN03859756,SAMN09847806,121,72,False,0.4641109298531811
NRS148,BCH-SA-04,SAMN03859756,SAMN09847807,121,1,False,0.462486602357985
NRS148,BCH-SA-05,SAMN03859756,SAMN09847808,121,5,False,0.4661776691116544
NRS148,BCH-SA-06,SAMN03859756,SAMN09847809,121,5,False,0.4698077443812618
NRS148,BCH-SA-07,SAMN03859756,SAMN09847810,121,97,False,0.4635065984379208
NRS148,BCH-SA-08,SAMN03859756,SAMN09847811,121,30,False,0.44136681335749417
NRS148,BCH-SA-09,SAMN03859756,SAMN09847812,121,398,False,0.4399681950702359
NRS148,BCH-SA-10,SAMN03859756,SAMN09847813,121,8,False,0.4631324004305705
NRS148,BCH-SA-11,SAMN03859756,SAMN09847814,121,30,False,0.45001311991603254
NRS148,BCH-SA-12,SAMN03859756,SAMN09847815,121,5,False,0.46932599724896834
NRS148,BCH-SA-13,SAMN03859756,SAMN09847816,121,8,False,0.455
NRS148,BCH-SA-14,SAMN03859756,SAMN09847817,121,72,False,0.46951551442569406
NRS148,BCH-SA-15,SAMN03859756,SAMN09847818,121,8,False,0.4586886993603412
NRS148,CFBREBSa101,SAMN03859756,SAMN09847819,121,5,False,0.4627024157154234
NRS148,CFBREBSa102,SAMN03859756,SAMN09847820,121,5,False,0.4628252788104089
NRS148,CFBREBSa103,SAMN03859756,SAMN09847821,121,8,False,0.44796727179749424
NRS148,CFBREBSa104,SAMN03859756,SAMN09847822,121,5,False,0.4627024157154234
NRS148,CFBRSa26,SAMN03859756,SAMN09847823,121,5,False,0.4625796178343949
NRS148,CFBRSa48,SAMN03859756,SAMN09847824,121,5,False,0.47460883886906396
NRS148,CFBREBSa105,SAMN03859756,SAMN09847825,121,5,False,0.46344086021505376
NRS148,CFBREBSa108,SAMN03859756,SAMN09847826,121,5,False,0.4665058949624866
NRS148,CFBREBSa110,SAMN03859756,SAMN09847827,121,5,False,0.46636290538729563
NRS148,CFBREBSa112,SAMN03859756,SAMN09847828,121,5,False,0.4662379421221865
NRS148,CFBREBSa114,SAMN03859756,SAMN09847829,121,5,False,0.4667560321715818
NRS148,CFBRSa47,SAMN03859756,SAMN09847830,121,5,False,0.4663809268684704
NRS148,CFBRSa49,SAMN03859756,SAMN09847831,121,8,False,0.4493916645094486
NRS148,CFBRSa03,SAMN03859756,SAMN09847832,121,5,False,0.4773662551440329
NRS148,CFBRSa50,SAMN03859756,SAMN09847833,121,5,False,0.47113038763892656
NRS148,CFBRSa25,SAMN03859756,SAMN09847834,121,5,False,0.46286472148541113
NRS148,CFBRSa30,SAMN03859756,SAMN09847835,121,5,False,0.46845383157324666
NRS148,CFBRSa04,SAMN03859756,SAMN09847836,121,5,False,0.46877534468775345
NRS148,CFBRSa51,SAMN03859756,SAMN09847837,121,5,False,0.46897309170785284
NRS148,CFBRSa66A,SAMN03859756,SAMN09847838,121,5,False,0.4669344042838019
NRS148,CFBRSa66B,SAMN03859756,SAMN09847839,121,5,False,0.4669344042838019
NRS148,CFBRSa21,SAMN03859756,SAMN09847840,121,5,False,0.467971053336907
NRS148,CFBRSa05,SAMN03859756,SAMN09847841,121,8,False,0.46155892524607606
NRS148,CFBRSa22,SAMN03859756,SAMN09847842,121,5,False,0.4601098613654198
NRS148,CFBRSa70,SAMN03859756,SAMN09847843,121,5,False,0.46655746655746655
NRS148,CFBRSa06,SAMN03859756,SAMN09847844,121,30,False,0.44240702479338845
NRS148,CFBRSa27,SAMN03859756,SAMN09847845,121,5,False,0.46918918918918917
NRS148,CFBRSa23,SAMN03859756,SAMN09847846,121,5,False,0.4715138361367336
NRS148,CFBRSa74,SAMN03859756,SAMN09847847,121,5,False,0.4613347457627119
NRS148,CFBRSa28,SAMN03859756,SAMN09847848,121,1,False,0.46133261974846135
NRS148,CFBRSa24,SAMN03859756,SAMN09847849,121,5,False,0.464562717304092
NRS148,CFBRSa07,SAMN03859756,SAMN09847850,121,5,False,0.4602921646746348
NRS148,CFBREBSa116,SAMN03859756,SAMN09847851,121,5,False,0.46320804658549497
NRS148,CFBREBSa117,SAMN03859756,SAMN09847852,121,97,False,0.46641386782231853
NRS148,CFBREBSa118,SAMN03859756,SAMN09847853,121,5,False,0.46629363176125765
NRS148,CFBREBSa119,SAMN03859756,SAMN09847854,121,30,False,0.43950361944157185
NRS148,CFBREBSa121,SAMN03859756,SAMN09847855,121,8,False,0.45435521841485743
NRS148,CFBRSa29,SAMN03859756,SAMN09847856,121,8,False,0.44824922760041197
NRS148,CFBREBSa122,SAMN03859756,SAMN09847857,121,30,False,0.4478703945649334
NRS148,CFBREBSa123,SAMN03859756,SAMN09847858,121,5,False,0.46918918918918917
NRS148,CFBREBSa125,SAMN03859756,SAMN09847859,121,8,False,0.45146259383898524
NRS148,CFBREBSa126,SAMN03859756,SAMN09847860,121,8,False,0.4555084745762712
NRS148,CFBREBSa127,SAMN03859756,SAMN09847861,121,8,False,0.4467812259553732
NRS148,CFBREBSa129,SAMN03859756,SAMN09847862,121,8,False,0.45055800674798857
NRS148,CFBREBSa130,SAMN03859756,SAMN09847863,121,8,False,0.45102624058196933
NRS148,CFBREBSa131,SAMN03859756,SAMN09847864,121,45,False,0.4061224489795918
NRS148,CFBREBSa133,SAMN03859756,SAMN09847865,121,8,False,0.4491964748574391
NRS148,CFBREBSa135,SAMN03859756,SAMN09847866,121,8,False,0.45517241379310347
NRS148,CFBREBSa138,SAMN03859756,SAMN09847867,121,8,False,0.4557229711868887
NRS149,NRS152,SAMN03859757,SAMN03859758,5,8,False,0.6438356164383562
NRS149,NRS157,SAMN03859757,SAMN03859759,5,22,False,0.5314938684503902
NRS149,NRS161,SAMN03859757,SAMN03859760,5,22,False,0.5273239436619719
NRS149,NRS162,SAMN03859757,SAMN03859761,5,30,False,0.410594315245478
NRS149,NRS164,SAMN03859757,SAMN03859762,5,15,False,0.6494340776996024
NRS149,NRS167,SAMN03859757,SAMN03859763,5,22,False,0.5309409437694264
NRS149,NRS169,SAMN03859757,SAMN03859765,5,45,False,0.40426638917793967
NRS149,NRS170,SAMN03859757,SAMN03859766,5,10,False,0.4280135381411091
NRS149,NRS172,SAMN03859757,SAMN03859767,5,8,False,0.6341390629662788
NRS149,NRS175,SAMN03859757,SAMN03859769,5,72,False,0.6732518030730636
NRS149,NRS177,SAMN03859757,SAMN03859770,5,30,False,0.41716205737916773
NRS149,NRS183,SAMN03859757,SAMN03859774,5,15,False,0.6387370977534912
NRS149,NRS185,SAMN03859757,SAMN03859775,5,121,False,0.4835374149659864
NRS149,NRS187,SAMN03859757,SAMN03859776,5,25,False,0.6565874730021598
NRS149,NRS188,SAMN03859757,SAMN03859777,5,5,True,0.9068854798430254
NRS149,NRS189,SAMN03859757,SAMN03859778,5,30,False,0.40946714950853597
NRS149,NRS198,SAMN03859757,SAMN03859783,5,8,False,0.6528497409326425
NRS149,NRS199,SAMN03859757,SAMN03859784,5,121,False,0.46210720887245843
NRS149,NRS201,SAMN03859757,SAMN03859785,5,8,False,0.6371601208459214
NRS149,NRS202,SAMN03859757,SAMN03859786,5,8,False,0.6464253664373317
NRS149,NRS203,SAMN03859757,SAMN03859787,5,30,False,0.5049396267837541
NRS149,NRS205,SAMN03859757,SAMN03859789,5,121,False,0.4646437279869954
NRS149,NRS207,SAMN03859757,SAMN03859790,5,30,False,0.4226159458051068
NRS149,NRS210,SAMN03859757,SAMN03859792,5,30,False,0.4257740142894946
NRS149,NRS211,SAMN03859757,SAMN03859793,5,8,False,0.664004914004914
NRS149,NRS212,SAMN03859757,SAMN03859794,5,30,False,0.4281555967187087
NRS149,NRS213,SAMN03859757,SAMN03859795,5,30,False,0.42585249801744646
NRS149,NRS214,SAMN03859757,SAMN03859796,5,8,False,0.650631389055923
NRS149,NRS215,SAMN03859757,SAMN03859797,5,121,False,0.4797910365686005
NRS149,NRS216,SAMN03859757,SAMN03859798,5,30,False,0.4162148205525433
NRS149,NRS217,SAMN03859757,SAMN03859799,5,121,False,0.4798464491362764
NRS149,NRS218,SAMN03859757,SAMN03859800,5,8,False,0.6181391253302025
NRS149,NRS219,SAMN03859757,SAMN03859801,5,30,False,0.4280073703606212
NRS149,NRS220,SAMN03859757,SAMN03859802,5,97,False,0.667483910511799
NRS149,NRS222,SAMN03859757,SAMN03859803,5,30,False,0.42094240837696334
NRS149,NRS224,SAMN03859757,SAMN03859805,5,97,False,0.6618004866180048
NRS149,NRS225,SAMN03859757,SAMN03859806,5,121,False,0.477731673582296
NRS149,NRS226,SAMN03859757,SAMN03859807,5,1,False,0.6434155141310884
NRS149,NRS227,SAMN03859757,SAMN03859808,5,25,False,0.640538885486834
NRS149,NRS230,SAMN03859757,SAMN03859809,5,121,False,0.46318228630278063
NRS149,NRS235,SAMN03859757,SAMN03859813,5,22,False,0.5282541467528816
NRS149,NRS236,SAMN03859757,SAMN03859814,5,45,False,0.39979123173277664
NRS149,NRS237,SAMN03859757,SAMN03859815,5,121,False,0.4797389175958662
NRS149,NRS239,SAMN03859757,SAMN03859816,5,121,False,0.48148148148148145
NRS149,NRS240,SAMN03859757,SAMN03859817,5,5,True,0.9143859649122807
NRS149,NRS241,SAMN03859757,SAMN03859818,5,59,False,0.47106544077879936
NRS149,NRS242,SAMN03859757,SAMN03859819,5,121,False,0.48991664425920944
NRS149,NRS243,SAMN03859757,SAMN03859820,5,59,False,0.47784200385356457
NRS149,NRS245,SAMN03859757,SAMN03859821,5,59,False,0.47226055754899254
NRS149,NRS248,SAMN03859757,SAMN03859824,5,1,False,0.6284417549167928
NRS149,NRS252,SAMN03859757,SAMN03859826,5,30,False,0.41488519398258117
NRS149,NRS260,SAMN03859757,SAMN03859829,5,25,False,0.6468585577220675
NRS149,NRS262,SAMN03859757,SAMN03859830,5,1,False,0.6242792109256449
NRS149,NRS264,SAMN03859757,SAMN03859831,5,30,False,0.40630797773654914
NRS149,NRS266,SAMN03859757,SAMN03859833,5,121,False,0.4802074802074802
NRS149,NRS383,SAMN03859757,SAMN03859838,5,30,False,0.402669352807857
NRS149,NRS386,SAMN03859757,SAMN03859839,5,72,False,0.6538815587603559
NRS149,NRS387,SAMN03859757,SAMN03859840,5,5,True,0.9103423932227321
NRS149,NRS253,SAMN03859757,SAMN04244164,5,398,False,0.43684352275787774
NRS149,NRS254,SAMN03859757,SAMN04244165,5,8,False,0.629060838747785
NRS149,NRS255,SAMN03859757,SAMN04244166,5,80,False,0.6407766990291263
NRS149,BCH-SA-01,SAMN03859757,SAMN09847804,5,5,True,0.8997204751921734
NRS149,BCH-SA-02,SAMN03859757,SAMN09847805,5,5,True,0.900278940027894
NRS149,BCH-SA-03,SAMN03859757,SAMN09847806,5,72,False,0.6613904407200497
NRS149,BCH-SA-04,SAMN03859757,SAMN09847807,5,1,False,0.6522533495736906
NRS149,BCH-SA-05,SAMN03859757,SAMN09847808,5,5,True,0.9160714285714285
NRS149,BCH-SA-06,SAMN03859757,SAMN09847809,5,5,True,0.9161931818181818
NRS149,BCH-SA-07,SAMN03859757,SAMN09847810,5,97,False,0.6755583126550868
NRS149,BCH-SA-08,SAMN03859757,SAMN09847811,5,30,False,0.4097275273745862
NRS149,BCH-SA-09,SAMN03859757,SAMN09847812,5,398,False,0.4360542408933794
NRS149,BCH-SA-10,SAMN03859757,SAMN09847813,5,8,False,0.6523998777132376
NRS149,BCH-SA-11,SAMN03859757,SAMN09847814,5,30,False,0.41488539788823076
NRS149,BCH-SA-12,SAMN03859757,SAMN09847815,5,5,True,0.9361779722830051
NRS149,BCH-SA-13,SAMN03859757,SAMN09847816,5,8,False,0.6408955223880597
NRS149,BCH-SA-14,SAMN03859757,SAMN09847817,5,72,False,0.6636701797892126
NRS149,BCH-SA-15,SAMN03859757,SAMN09847818,5,8,False,0.6507888349514563
NRS149,CFBREBSa101,SAMN03859757,SAMN09847819,5,5,True,0.9153846153846154
NRS149,CFBREBSa102,SAMN03859757,SAMN09847820,5,5,True,0.9157047918852745
NRS149,CFBREBSa103,SAMN03859757,SAMN09847821,5,8,False,0.6518040481079496
NRS149,CFBREBSa104,SAMN03859757,SAMN09847822,5,5,True,0.9153846153846154
NRS149,CFBRSa26,SAMN03859757,SAMN09847823,5,5,True,0.9150646627053478
NRS149,CFBRSa48,SAMN03859757,SAMN09847824,5,5,True,0.9340818544005794
NRS149,CFBREBSa105,SAMN03859757,SAMN09847825,5,5,True,0.9096683133380381
NRS149,CFBREBSa108,SAMN03859757,SAMN09847826,5,5,True,0.9091228070175439
NRS149,CFBREBSa110,SAMN03859757,SAMN09847827,5,5,True,0.9090909090909091
NRS149,CFBREBSa112,SAMN03859757,SAMN09847828,5,5,True,0.9087719298245615
NRS149,CFBREBSa114,SAMN03859757,SAMN09847829,5,5,True,0.9090909090909091
NRS149,CFBRSa47,SAMN03859757,SAMN09847830,5,5,True,0.9101439101439102
NRS149,CFBRSa49,SAMN03859757,SAMN09847831,5,8,False,0.6239789964994166
NRS149,CFBRSa03,SAMN03859757,SAMN09847832,5,5,True,0.931793576326236
NRS149,CFBRSa50,SAMN03859757,SAMN09847833,5,5,True,0.9206123175507298
NRS149,CFBRSa25,SAMN03859757,SAMN09847834,5,5,True,0.8959197786998617
NRS149,CFBRSa30,SAMN03859757,SAMN09847835,5,5,True,0.9096705632306057
NRS149,CFBRSa04,SAMN03859757,SAMN09847836,5,5,True,0.915927633912735
NRS149,CFBRSa51,SAMN03859757,SAMN09847837,5,5,True,0.9324127906976745
NRS149,CFBRSa66A,SAMN03859757,SAMN09847838,5,5,True,0.9092183666316158
NRS149,CFBRSa66B,SAMN03859757,SAMN09847839,5,5,True,0.9092183666316158
NRS149,CFBRSa21,SAMN03859757,SAMN09847840,5,5,True,0.9192809305604511
NRS149,CFBRSa05,SAMN03859757,SAMN09847841,5,8,False,0.6432009626955475
NRS149,CFBRSa22,SAMN03859757,SAMN09847842,5,5,True,0.8813559322033898
NRS149,CFBRSa70,SAMN03859757,SAMN09847843,5,5,True,0.9298879653053849
NRS149,CFBRSa06,SAMN03859757,SAMN09847844,5,30,False,0.4108231707317073
NRS149,CFBRSa27,SAMN03859757,SAMN09847845,5,5,True,0.9156327543424317
NRS149,CFBRSa23,SAMN03859757,SAMN09847846,5,5,True,0.9168147884820477
NRS149,CFBRSa74,SAMN03859757,SAMN09847847,5,5,True,0.8910720441227163
NRS149,CFBRSa28,SAMN03859757,SAMN09847848,5,1,False,0.6486486486486487
NRS149,CFBRSa24,SAMN03859757,SAMN09847849,5,5,True,0.9034965034965035
NRS149,CFBRSa07,SAMN03859757,SAMN09847850,5,5,True,0.909853249475891
NRS149,CFBREBSa116,SAMN03859757,SAMN09847851,5,5,True,0.897134967207456
NRS149,CFBREBSa117,SAMN03859757,SAMN09847852,5,97,False,0.6735074626865671
NRS149,CFBREBSa118,SAMN03859757,SAMN09847853,5,5,True,0.9042812391228681
NRS149,CFBREBSa119,SAMN03859757,SAMN09847854,5,30,False,0.40829305520223863
NRS149,CFBREBSa121,SAMN03859757,SAMN09847855,5,8,False,0.6326048434731246
NRS149,CFBRSa29,SAMN03859757,SAMN09847856,5,8,False,0.6258720930232559
NRS149,CFBREBSa122,SAMN03859757,SAMN09847857,5,30,False,0.4125641025641026
NRS149,CFBREBSa123,SAMN03859757,SAMN09847858,5,5,True,0.914275593340418
NRS149,CFBREBSa125,SAMN03859757,SAMN09847859,5,8,False,0.628688285130003
NRS149,CFBREBSa126,SAMN03859757,SAMN09847860,5,8,False,0.6497584541062802
NRS149,CFBREBSa127,SAMN03859757,SAMN09847861,5,8,False,0.6229745370370371
NRS149,CFBREBSa129,SAMN03859757,SAMN09847862,5,8,False,0.6272327964860908
NRS149,CFBREBSa130,SAMN03859757,SAMN09847863,5,8,False,0.6279683377308707
NRS149,CFBREBSa131,SAMN03859757,SAMN09847864,5,45,False,0.3979591836734694
NRS149,CFBREBSa133,SAMN03859757,SAMN09847865,5,8,False,0.6263897015798713
NRS149,CFBREBSa135,SAMN03859757,SAMN09847866,5,8,False,0.6497277676950998
NRS149,CFBREBSa138,SAMN03859757,SAMN09847867,5,8,False,0.6451322115384616
NRS152,NRS157,SAMN03859758,SAMN03859759,8,22,False,0.5184065934065935
NRS152,NRS161,SAMN03859758,SAMN03859760,8,22,False,0.5145792835323522
NRS152,NRS162,SAMN03859758,SAMN03859761,8,30,False,0.4090325891711573
NRS152,NRS164,SAMN03859758,SAMN03859762,8,15,False,0.6751080914144534
NRS152,NRS167,SAMN03859758,SAMN03859763,8,22,False,0.5202231520223152
NRS152,NRS169,SAMN03859758,SAMN03859765,8,45,False,0.4002062919030428
NRS152,NRS170,SAMN03859758,SAMN03859766,8,10,False,0.42300748001031724
NRS152,NRS172,SAMN03859758,SAMN03859767,8,8,True,0.8658536585365854
NRS152,NRS175,SAMN03859758,SAMN03859769,8,72,False,0.6707127295362589
NRS152,NRS177,SAMN03859758,SAMN03859770,8,30,False,0.41555441478439425
NRS152,NRS183,SAMN03859758,SAMN03859774,8,15,False,0.6671783850168868
NRS152,NRS185,SAMN03859758,SAMN03859775,8,121,False,0.4678800856531049
NRS152,NRS187,SAMN03859758,SAMN03859776,8,25,False,0.6376591873862947
NRS152,NRS188,SAMN03859758,SAMN03859777,8,5,False,0.6348434174521131
NRS152,NRS189,SAMN03859758,SAMN03859778,8,30,False,0.404304381245196
NRS152,NRS198,SAMN03859758,SAMN03859783,8,8,True,0.9133637320238512
NRS152,NRS199,SAMN03859758,SAMN03859784,8,121,False,0.45101615424700364
NRS152,NRS201,SAMN03859758,SAMN03859785,8,8,True,0.8757742601514109
NRS152,NRS202,SAMN03859758,SAMN03859786,8,8,True,0.8984910836762688
NRS152,NRS203,SAMN03859758,SAMN03859787,8,30,False,0.4883971937398813
NRS152,NRS205,SAMN03859758,SAMN03859789,8,121,False,0.45245726495726496
NRS152,NRS207,SAMN03859758,SAMN03859790,8,30,False,0.41765616933402167
NRS152,NRS210,SAMN03859758,SAMN03859792,8,30,False,0.411825996353217
NRS152,NRS211,SAMN03859758,SAMN03859793,8,8,True,0.8936761640027797
NRS152,NRS212,SAMN03859758,SAMN03859794,8,30,False,0.41823406478578895
NRS152,NRS213,SAMN03859758,SAMN03859795,8,30,False,0.4122852680895367
NRS152,NRS214,SAMN03859758,SAMN03859796,8,8,True,0.8795098706603132
NRS152,NRS215,SAMN03859758,SAMN03859797,8,121,False,0.4768139661756683
NRS152,NRS216,SAMN03859758,SAMN03859798,8,30,False,0.4084758743936686
NRS152,NRS217,SAMN03859758,SAMN03859799,8,121,False,0.47407005158837906
NRS152,NRS218,SAMN03859758,SAMN03859800,8,8,True,0.8458721704394141
NRS152,NRS219,SAMN03859758,SAMN03859801,8,30,False,0.4144634525660964
NRS152,NRS220,SAMN03859758,SAMN03859802,8,97,False,0.6599939338792842
NRS152,NRS222,SAMN03859758,SAMN03859803,8,30,False,0.4086687306501548
NRS152,NRS224,SAMN03859758,SAMN03859805,8,97,False,0.656918902622852
NRS152,NRS225,SAMN03859758,SAMN03859806,8,121,False,0.47031463748290014
NRS152,NRS226,SAMN03859758,SAMN03859807,8,1,False,0.66253401874811
NRS152,NRS227,SAMN03859758,SAMN03859808,8,25,False,0.6186186186186187
NRS152,NRS230,SAMN03859758,SAMN03859809,8,121,False,0.449404007101192
NRS152,NRS235,SAMN03859758,SAMN03859813,8,22,False,0.5184670924743127
NRS152,NRS236,SAMN03859758,SAMN03859814,8,45,False,0.3961190168175938
NRS152,NRS237,SAMN03859758,SAMN03859815,8,121,False,0.4649357601713062
NRS152,NRS239,SAMN03859758,SAMN03859816,8,121,False,0.4691717385551733
NRS152,NRS240,SAMN03859758,SAMN03859817,8,5,False,0.6411483253588517
NRS152,NRS241,SAMN03859758,SAMN03859818,8,59,False,0.45764517847629194
NRS152,NRS242,SAMN03859758,SAMN03859819,8,121,False,0.4642669469259065
NRS152,NRS243,SAMN03859758,SAMN03859820,8,59,False,0.46606948968512485
NRS152,NRS245,SAMN03859758,SAMN03859821,8,59,False,0.4645196506550218
NRS152,NRS248,SAMN03859758,SAMN03859824,8,1,False,0.6521208422337503
NRS152,NRS252,SAMN03859758,SAMN03859826,8,30,False,0.41251964379256156
NRS152,NRS260,SAMN03859758,SAMN03859829,8,25,False,0.6250758955676988
NRS152,NRS262,SAMN03859758,SAMN03859830,8,1,False,0.6280616873299063
NRS152,NRS264,SAMN03859758,SAMN03859831,8,30,False,0.4032597266035752
NRS152,NRS266,SAMN03859758,SAMN03859833,8,121,False,0.46416107382550337
NRS152,NRS383,SAMN03859758,SAMN03859838,8,30,False,0.3987515605493134
NRS152,NRS386,SAMN03859758,SAMN03859839,8,72,False,0.6586111960844295
NRS152,NRS387,SAMN03859758,SAMN03859840,8,5,False,0.6387718242022877
NRS152,NRS253,SAMN03859758,SAMN04244164,8,398,False,0.4308184484137563
NRS152,NRS254,SAMN03859758,SAMN04244165,8,8,True,0.8736913204998311
NRS152,NRS255,SAMN03859758,SAMN04244166,8,80,False,0.6474863718958207
NRS152,BCH-SA-01,SAMN03859758,SAMN09847804,8,5,False,0.6335125448028673
NRS152,BCH-SA-02,SAMN03859758,SAMN09847805,8,5,False,0.6349537727408291
NRS152,BCH-SA-03,SAMN03859758,SAMN09847806,8,72,False,0.6682156133828996
NRS152,BCH-SA-04,SAMN03859758,SAMN09847807,8,1,False,0.6903065964694952
NRS152,BCH-SA-05,SAMN03859758,SAMN09847808,8,5,False,0.6469331705828502
NRS152,BCH-SA-06,SAMN03859758,SAMN09847809,8,5,False,0.6438522107813447
NRS152,BCH-SA-07,SAMN03859758,SAMN09847810,8,97,False,0.669431643625192
NRS152,BCH-SA-08,SAMN03859758,SAMN09847811,8,30,False,0.4085504679989881
NRS152,BCH-SA-09,SAMN03859758,SAMN09847812,8,398,False,0.42973684210526314
